timestamp;LoadavgPercent_MIN;LoadavgPercent_MAX;LoadavgPercent_AVERAGE;ldavg-1_MIN;ldavg-1_MAX;ldavg-1_AVERAGE;ldavg-5_MIN;ldavg-5_MAX;ldavg-5_AVERAGE;ldavg-15_MIN;ldavg-15_MAX;ldavg-15_AVERAGE;runq-sz_MIN;runq-sz_MAX;runq-sz_AVERAGE;plist-sz_MIN;plist-sz_MAX;plist-sz_AVERAGE;blocked_MIN;blocked_MAX;blocked_AVERAGE
1615269780;0.36;0.36;0.36;0.0576;0.0576;0.0576;0.0292;0.0292;0.0292;0.05;0.05;0.05;0;0;0;537.28;537.28;537.28;0;0;0
1615269840;0.015;0.015;0.015;0.0024;0.0024;0.0024;0.0204;0.0204;0.0204;0.05;0.05;0.05;0;0;0;538.92;538.92;538.92;0;0;0
1615269900;0.015;0.015;0.015;0.0024;0.0024;0.0024;0.0204;0.0204;0.0204;0.05;0.05;0.05;0;0;0;538.92;538.92;538.92;0;0;0
1615269960;0.015;0.015;0.015;0.0024;0.0024;0.0024;0.0204;0.0204;0.0204;0.05;0.05;0.05;0;0;0;538.92;538.92;538.92;0;0;0
1615270020;0.015;0.015;0.015;0.0024;0.0024;0.0024;0.0204;0.0204;0.0204;0.05;0.05;0.05;0;0;0;538.92;538.92;538.92;0;0;0
1615270080;0.015;0.015;0.015;0.0024;0.0024;0.0024;0.0204;0.0204;0.0204;0.05;0.05;0.05;0;0;0;538.92;538.92;538.92;0;0;0
1615270140;0;0;0;0;0;0;0.010433333333;0.010433333333;0.010433333333;0.05;0.05;0.05;0;0;0;539.95666667;539.95666667;539.95666667;0;0;0
1615270200;0;0;0;0;0;0;0.010433333333;0.010433333333;0.010433333333;0.05;0.05;0.05;0;0;0;539.95666667;539.95666667;539.95666667;0;0;0
1615270260;0;0;0;0;0;0;0.010433333333;0.010433333333;0.010433333333;0.05;0.05;0.05;0;0;0;539.95666667;539.95666667;539.95666667;0;0;0
1615270320;0;0;0;0;0;0;0.010433333333;0.010433333333;0.010433333333;0.05;0.05;0.05;0;0;0;539.95666667;539.95666667;539.95666667;0;0;0
1615270380;0;0;0;0;0;0;0.010433333333;0.010433333333;0.010433333333;0.05;0.05;0.05;0;0;0;539.95666667;539.95666667;539.95666667;0;0;0
1615270440;0.96;0.96;0.96;0.1536;0.1536;0.1536;0.058;0.058;0.058;0.0596;0.0596;0.0596;0;0;0;550.56;550.56;550.56;0;0;0
1615270500;0.96;0.96;0.96;0.1536;0.1536;0.1536;0.058;0.058;0.058;0.0596;0.0596;0.0596;0;0;0;550.56;550.56;550.56;0;0;0
1615270560;0.96;0.96;0.96;0.1536;0.1536;0.1536;0.058;0.058;0.058;0.0596;0.0596;0.0596;0;0;0;550.56;550.56;550.56;0;0;0
1615270620;0.96;0.96;0.96;0.1536;0.1536;0.1536;0.058;0.058;0.058;0.0596;0.0596;0.0596;0;0;0;550.56;550.56;550.56;0;0;0
1615270680;0.96;0.96;0.96;0.1536;0.1536;0.1536;0.058;0.058;0.058;0.0596;0.0596;0.0596;0;0;0;550.56;550.56;550.56;0;0;0
1615270740;0.1;0.1;0.1;0.016;0.016;0.016;0.0504;0.0504;0.0504;0.0504;0.0504;0.0504;0;0;0;540.44;540.44;540.44;0;0;0
1615270800;0.1;0.1;0.1;0.016;0.016;0.016;0.0504;0.0504;0.0504;0.0504;0.0504;0.0504;0;0;0;540.44;540.44;540.44;0;0;0
1615270860;0.1;0.1;0.1;0.016;0.016;0.016;0.0504;0.0504;0.0504;0.0504;0.0504;0.0504;0;0;0;540.44;540.44;540.44;0;0;0
1615270920;0.1;0.1;0.1;0.016;0.016;0.016;0.0504;0.0504;0.0504;0.0504;0.0504;0.0504;0;0;0;540.44;540.44;540.44;0;0;0
1615270980;0.1;0.1;0.1;0.016;0.016;0.016;0.0504;0.0504;0.0504;0.0504;0.0504;0.0504;0;0;0;540.44;540.44;540.44;0;0;0
1615271040;0.0625;0.0625;0.0625;0.01;0.01;0.01;0.0404;0.0404;0.0404;0.05;0.05;0.05;0;0;0;542.88;542.88;542.88;0;0;0
1615271100;0.0625;0.0625;0.0625;0.01;0.01;0.01;0.0404;0.0404;0.0404;0.05;0.05;0.05;0;0;0;542.88;542.88;542.88;0;0;0
1615271160;0.0625;0.0625;0.0625;0.01;0.01;0.01;0.0404;0.0404;0.0404;0.05;0.05;0.05;0;0;0;542.88;542.88;542.88;0;0;0
1615271220;0.0625;0.0625;0.0625;0.01;0.01;0.01;0.0404;0.0404;0.0404;0.05;0.05;0.05;0;0;0;542.88;542.88;542.88;0;0;0
1615271280;0.0625;0.0625;0.0625;0.01;0.01;0.01;0.0404;0.0404;0.0404;0.05;0.05;0.05;0;0;0;542.88;542.88;542.88;0;0;0
1615271340;0.0025;0.0025;0.0025;0.0004;0.0004;0.0004;0.0208;0.0208;0.0208;0.05;0.05;0.05;0;0;0;542.04;542.04;542.04;0;0;0
1615271400;0.0025;0.0025;0.0025;0.0004;0.0004;0.0004;0.0208;0.0208;0.0208;0.05;0.05;0.05;0;0;0;542.04;542.04;542.04;0;0;0
1615271460;0.0025;0.0025;0.0025;0.0004;0.0004;0.0004;0.0208;0.0208;0.0208;0.05;0.05;0.05;0;0;0;542.04;542.04;542.04;0;0;0
1615271520;0.0025;0.0025;0.0025;0.0004;0.0004;0.0004;0.0208;0.0208;0.0208;0.05;0.05;0.05;0;0;0;542.04;542.04;542.04;0;0;0
1615271580;0.0025;0.0025;0.0025;0.0004;0.0004;0.0004;0.0208;0.0208;0.0208;0.05;0.05;0.05;0;0;0;542.04;542.04;542.04;0;0;0
1615271640;0.24;0.24;0.24;0.0384;0.0384;0.0384;0.0296;0.0296;0.0296;0.05;0.05;0.05;0;0;0;542;542;542;0;0;0
1615271700;0.24;0.24;0.24;0.0384;0.0384;0.0384;0.0296;0.0296;0.0296;0.05;0.05;0.05;0;0;0;542;542;542;0;0;0
1615271760;0.24;0.24;0.24;0.0384;0.0384;0.0384;0.0296;0.0296;0.0296;0.05;0.05;0.05;0;0;0;542;542;542;0;0;0
1615271820;0.24;0.24;0.24;0.0384;0.0384;0.0384;0.0296;0.0296;0.0296;0.05;0.05;0.05;0;0;0;542;542;542;0;0;0
1615271880;0.24;0.24;0.24;0.0384;0.0384;0.0384;0.0296;0.0296;0.0296;0.05;0.05;0.05;0;0;0;542;542;542;0;0;0
1615271940;0.19;0.19;0.19;0.0304;0.0304;0.0304;0.0204;0.0204;0.0204;0.05;0.05;0.05;0;0;0;542;542;542;0;0;0
1615272000;0.19;0.19;0.19;0.0304;0.0304;0.0304;0.0204;0.0204;0.0204;0.05;0.05;0.05;0;0;0;542;542;542;0;0;0
1615272060;0.19;0.19;0.19;0.0304;0.0304;0.0304;0.0204;0.0204;0.0204;0.05;0.05;0.05;0;0;0;542;542;542;0;0;0
1615272120;0.19;0.19;0.19;0.0304;0.0304;0.0304;0.0204;0.0204;0.0204;0.05;0.05;0.05;0;0;0;542;542;542;0;0;0
1615272180;0.19;0.19;0.19;0.0304;0.0304;0.0304;0.0204;0.0204;0.0204;0.05;0.05;0.05;0;0;0;542;542;542;0;0;0
1615272240;0.0075;0.0075;0.0075;0.0012;0.0012;0.0012;0.0104;0.0104;0.0104;0.05;0.05;0.05;0;0;0;542.96;542.96;542.96;0;0;0
1615272300;0.0075;0.0075;0.0075;0.0012;0.0012;0.0012;0.0104;0.0104;0.0104;0.05;0.05;0.05;0;0;0;542.96;542.96;542.96;0;0;0
1615272360;0.0075;0.0075;0.0075;0.0012;0.0012;0.0012;0.0104;0.0104;0.0104;0.05;0.05;0.05;0;0;0;542.96;542.96;542.96;0;0;0
1615272420;0.0075;0.0075;0.0075;0.0012;0.0012;0.0012;0.0104;0.0104;0.0104;0.05;0.05;0.05;0;0;0;542.96;542.96;542.96;0;0;0
1615272480;0.0075;0.0075;0.0075;0.0012;0.0012;0.0012;0.0104;0.0104;0.0104;0.05;0.05;0.05;0;0;0;542.96;542.96;542.96;0;0;0
1615272540;0.12;0.12;0.12;0.0192;0.0192;0.0192;0.0292;0.0292;0.0292;0.05;0.05;0.05;0;0;0;543;543;543;0;0;0
1615272600;0.12;0.12;0.12;0.0192;0.0192;0.0192;0.0292;0.0292;0.0292;0.05;0.05;0.05;0;0;0;543;543;543;0;0;0
1615272660;0.12;0.12;0.12;0.0192;0.0192;0.0192;0.0292;0.0292;0.0292;0.05;0.05;0.05;0;0;0;543;543;543;0;0;0
1615272720;0.12;0.12;0.12;0.0192;0.0192;0.0192;0.0292;0.0292;0.0292;0.05;0.05;0.05;0;0;0;543;543;543;0;0;0
1615272780;0.12;0.12;0.12;0.0192;0.0192;0.0192;0.0292;0.0292;0.0292;0.05;0.05;0.05;0;0;0;543;543;543;0;0;0
1615272840;0.005;0.005;0.005;0.0008;0.0008;0.0008;0.0108;0.0108;0.0108;0.05;0.05;0.05;0;0;0;543;543;543;0;0;0
1615272900;0.005;0.005;0.005;0.0008;0.0008;0.0008;0.0108;0.0108;0.0108;0.05;0.05;0.05;0;0;0;543;543;543;0;0;0
1615272960;0.005;0.005;0.005;0.0008;0.0008;0.0008;0.0108;0.0108;0.0108;0.05;0.05;0.05;0;0;0;543;543;543;0;0;0
1615273020;0.005;0.005;0.005;0.0008;0.0008;0.0008;0.0108;0.0108;0.0108;0.05;0.05;0.05;0;0;0;543;543;543;0;0;0
1615273080;0.005;0.005;0.005;0.0008;0.0008;0.0008;0.0108;0.0108;0.0108;0.05;0.05;0.05;0;0;0;543;543;543;0;0;0
1615273140;1.02;1.02;1.02;0.1632;0.1632;0.1632;0.0676;0.0676;0.0676;0.0596;0.0596;0.0596;0;0;0;543;543;543;0;0;0
1615273200;1.02;1.02;1.02;0.1632;0.1632;0.1632;0.0676;0.0676;0.0676;0.0596;0.0596;0.0596;0;0;0;543;543;543;0;0;0
1615273260;1.02;1.02;1.02;0.1632;0.1632;0.1632;0.0676;0.0676;0.0676;0.0596;0.0596;0.0596;0;0;0;543;543;543;0;0;0
1615273320;1.02;1.02;1.02;0.1632;0.1632;0.1632;0.0676;0.0676;0.0676;0.0596;0.0596;0.0596;0;0;0;543;543;543;0;0;0
1615273380;1.02;1.02;1.02;0.1632;0.1632;0.1632;0.0676;0.0676;0.0676;0.0596;0.0596;0.0596;0;0;0;543;543;543;0;0;0
1615273440;0.0425;0.0425;0.0425;0.0068;0.0068;0.0068;0.0316;0.0316;0.0316;0.0504;0.0504;0.0504;0;0;0;543.96;543.96;543.96;0;0;0
1615273500;0.0425;0.0425;0.0425;0.0068;0.0068;0.0068;0.0316;0.0316;0.0316;0.0504;0.0504;0.0504;0;0;0;543.96;543.96;543.96;0;0;0
1615273560;0.0425;0.0425;0.0425;0.0068;0.0068;0.0068;0.0316;0.0316;0.0316;0.0504;0.0504;0.0504;0;0;0;543.96;543.96;543.96;0;0;0
1615273620;0.0425;0.0425;0.0425;0.0068;0.0068;0.0068;0.0316;0.0316;0.0316;0.0504;0.0504;0.0504;0;0;0;543.96;543.96;543.96;0;0;0
1615273680;0.0425;0.0425;0.0425;0.0068;0.0068;0.0068;0.0316;0.0316;0.0316;0.0504;0.0504;0.0504;0;0;0;543.96;543.96;543.96;0;0;0
1615273740;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1615273800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
